invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country
INV-100475,SKU-1007,Desk Lamp,4,2024-02-09T21:12:00,64.32,CUST-11122,Canada
INV-100634,SKU-1004,Mechanical Keyboard,2,2024-09-05T07:51:00,26.89,CUST-85763,Spain
INV-100952,SKU-1005,Noise Cancelling Headphones,5,2024-07-06T20:55:00,236.57,CUST-81643,United States
INV-100635,SKU-1005,Noise Cancelling Headphones,5,2024-09-21T15:19:00,91.21,CUST-80075,Canada
INV-100476,SKU-1006,Smart Watch,6,2024-03-16T08:27:00,40.03,CUST-40938,Australia
INV-100636,SKU-1003,Laptop Stand,4,2024-07-25T01:50:00,137.1,CUST-38649,Spain
INV-100636,SKU-1008,Bluetooth Speaker,8,2024-01-03T14:30:00,21.65,CUST-33120,United States
INV-100636,SKU-1008,Bluetooth Speaker,3,2024-06-11T04:49:00,172.7,CUST-29190,United States
INV-100955,SKU-1004,Mechanical Keyboard,4,2024-09-08T23:02:00,194.2,CUST-87067,France
INV-101912,SKU-1004,Mechanical Keyboard,4,2024-09-18T12:51:00,81.97,CUST-35502,Germany
INV-100637,SKU-1001,Wireless Mouse,8,2024-01-18T12:54:00,241.28,CUST-10578,United States
INV-101914,SKU-1007,Desk Lamp,1,2024-08-26T18:17:00,151.57,CUST-78099,Germany
INV-100478,SKU-1004,Mechanical Keyboard,2,2024-03-25T09:45:00,214.31,CUST-25711,France
INV-100479,SKU-1006,Smart Watch,6,2024-11-24T18:01:00,245.17,CUST-54657,United Kingdom
INV-100958,SKU-1002,USB-C Cable,4,2024-09-17T07:31:00,239.75,CUST-61942,United States
INV-100959,SKU-1004,Mechanical Keyboard,1,2024-12-02T03:02:00,76.89,CUST-29353,Germany
INV-101919,SKU-1004,Mechanical Keyboard,5,2024-06-27T16:58:00,134.15,CUST-78474,United States
INV-100480,SKU-1007,Desk Lamp,3,2024-01-02T06:43:00,42.1,CUST-28601,Spain
INV-100480,SKU-1001,Wireless Mouse,4,2024-09-03T12:27:00,41.21,CUST-98009,United Kingdom
INV-100961,SKU-1002,USB-C Cable,8,2024-12-26T00:01:00,81.77,CUST-12803,United Kingdom
INV-100480,SKU-1007,Desk Lamp,2,2024-07-25T08:02:00,206.04,CUST-47008,Germany
INV-100481,SKU-1007,Desk Lamp,7,2024-02-04T23:27:00,158.84,CUST-59200,Canada
INV-100962,SKU-1002,USB-C Cable,4,2024-08-22T02:54:00,48.02,CUST-42098,United States
INV-101926,SKU-1003,Laptop Stand,2,2024-07-02T07:01:00,122.53,CUST-55281,Canada
INV-100481,SKU-1008,Bluetooth Speaker,3,2024-10-16T17:51:00,121.65,CUST-17329,Australia
INV-100482,SKU-1002,USB-C Cable,6,2024-07-06T17:33:00,124.86,CUST-63044,Germany
INV-101929,SKU-1001,Wireless Mouse,4,2024-04-07T02:53:00,131.06,CUST-70185,France
INV-100965,SKU-1008,Bluetooth Speaker,1,2024-03-20T18:06:00,128.9,CUST-83034,Germany
INV-100965,SKU-1004,Mechanical Keyboard,4,2024-03-31T23:21:00,26.71,CUST-68124,Australia
INV-100644,SKU-1005,Noise Cancelling Headphones,2,2024-09-12T03:01:00,143.63,CUST-31505,Canada
INV-101933,SKU-1007,Desk Lamp,2,2024-08-14T08:59:00,127.84,CUST-81368,France
INV-100967,SKU-1006,Smart Watch,7,2024-12-13T19:28:00,107.0,CUST-86931,Australia
INV-100645,SKU-1007,Desk Lamp,1,2024-07-29T21:12:00,62.16,CUST-99090,United States
INV-101936,SKU-1002,USB-C Cable,6,2024-08-31T17:07:00,183.9,CUST-41018,Spain
INV-100484,SKU-1002,USB-C Cable,8,2024-10-04T12:30:00,221.77,CUST-88513,France
INV-100646,SKU-1001,Wireless Mouse,6,2024-12-17T20:11:00,210.64,CUST-96636,Germany
INV-100646,SKU-1005,Noise Cancelling Headphones,8,2024-01-13T03:44:00,127.85,CUST-52590,Spain
INV-101940,SKU-1008,Bluetooth Speaker,6,2024-02-07T18:50:00,213.84,CUST-12156,Spain
INV-100647,SKU-1007,Desk Lamp,7,2024-10-02T19:37:00,174.36,CUST-64343,United Kingdom
INV-101942,SKU-1006,Smart Watch,2,2024-09-23T09:57:00,247.51,CUST-79868,France
INV-100485,SKU-1002,USB-C Cable,6,2024-04-08T16:00:00,142.6,CUST-39714,Germany
INV-100972,SKU-1006,Smart Watch,4,2024-09-06T08:57:00,37.75,CUST-22625,United States
INV-100972,SKU-1004,Mechanical Keyboard,3,2024-06-20T09:36:00,150.85,CUST-61385,United States
INV-100486,SKU-1003,Laptop Stand,1,2024-09-24T22:08:00,77.25,CUST-69333,United Kingdom
INV-101947,SKU-1001,Wireless Mouse,4,2024-06-04T11:39:00,174.57,CUST-69786,France
INV-100974,SKU-1008,Bluetooth Speaker,3,2024-04-21T22:07:00,136.42,CUST-74869,United Kingdom
INV-100649,SKU-1004,Mechanical Keyboard,4,2024-01-02T05:17:00,31.38,CUST-29734,Canada
INV-101950,SKU-1003,Laptop Stand,1,2024-11-19T21:57:00,45.31,CUST-72245,Germany
INV-100650,SKU-1007,Desk Lamp,1,2024-09-05T09:48:00,159.86,CUST-64176,Canada
INV-101952,SKU-1005,Noise Cancelling Headphones,1,2024-02-05T18:46:00,237.29,CUST-83307,United Kingdom
INV-100976,SKU-1006,Smart Watch,4,2024-11-12T00:02:00,149.26,CUST-78872,Spain
INV-100651,SKU-1001,Wireless Mouse,8,2024-04-19T22:57:00,128.91,CUST-36621,Spain
INV-100488,SKU-1004,Mechanical Keyboard,8,2024-09-13T06:07:00,43.17,CUST-26914,United States
INV-100652,SKU-1006,Smart Watch,2,2024-04-29T21:22:00,108.27,CUST-27619,United Kingdom
INV-101957,SKU-1007,Desk Lamp,3,2024-12-26T07:22:00,191.35,CUST-71025,United States
INV-100652,SKU-1005,Noise Cancelling Headphones,6,2024-12-08T14:05:00,142.08,CUST-39168,Australia
INV-100653,SKU-1001,Wireless Mouse,3,2024-06-15T17:41:00,25.78,CUST-21384,France
INV-101960,SKU-1003,Laptop Stand,1,2024-11-20T02:04:00,206.41,CUST-88821,Australia
INV-100980,SKU-1007,Desk Lamp,4,2024-04-20T01:27:00,82.0,CUST-77911,United States
INV-101962,SKU-1005,Noise Cancelling Headphones,8,2024-12-03T17:15:00,30.36,CUST-53041,Canada
INV-100654,SKU-1004,Mechanical Keyboard,1,2024-05-22T18:24:00,235.25,CUST-38886,France
INV-100491,SKU-1002,USB-C Cable,2,2024-01-12T09:33:00,75.94,CUST-61378,Canada
INV-101965,SKU-1007,Desk Lamp,1,2024-05-22T16:45:00,226.42,CUST-94606,Australia
INV-100491,SKU-1001,Wireless Mouse,6,2024-06-05T13:28:00,133.92,CUST-63517,United States
INV-100491,SKU-1001,Wireless Mouse,3,2024-07-06T07:43:00,119.42,CUST-57831,United Kingdom
INV-100984,SKU-1002,USB-C Cable,3,2024-05-26T02:32:00,62.11,CUST-30639,Germany
INV-100492,SKU-1007,Desk Lamp,5,2024-07-19T20:45:00,18.75,CUST-66984,Germany
INV-100492,SKU-1004,Mechanical Keyboard,5,2024-11-22T04:58:00,129.81,CUST-94813,United Kingdom
INV-101971,SKU-1005,Noise Cancelling Headphones,5,2024-08-18T12:19:00,63.09,CUST-35270,Germany
INV-101972,SKU-1001,Wireless Mouse,5,2024-02-13T14:39:00,37.18,CUST-43168,Canada
INV-100986,SKU-1001,Wireless Mouse,1,2024-04-10T07:21:00,217.91,CUST-90337,United Kingdom
INV-101974,SKU-1002,USB-C Cable,7,2024-02-10T22:05:00,71.5,CUST-28624,Germany
INV-101975,SKU-1004,Mechanical Keyboard,3,2024-09-19T09:50:00,113.75,CUST-61087,France
INV-100658,SKU-1006,Smart Watch,8,2024-05-02T12:15:00,239.22,CUST-63446,Australia
INV-100494,SKU-1003,Laptop Stand,6,2024-10-05T19:28:00,152.37,CUST-24722,United States
INV-100659,SKU-1005,Noise Cancelling Headphones,1,2024-07-31T10:36:00,208.63,CUST-90347,Spain
INV-100494,SKU-1002,USB-C Cable,2,2024-02-03T08:18:00,127.06,CUST-85808,Australia
INV-100660,SKU-1004,Mechanical Keyboard,4,2024-03-13T18:19:00,178.89,CUST-48761,Germany
INV-100495,SKU-1008,Bluetooth Speaker,7,2024-11-04T12:59:00,217.06,CUST-54212,Germany
INV-100660,SKU-1006,Smart Watch,2,2024-09-15T14:17:00,140.12,CUST-73361,United Kingdom
INV-100495,SKU-1004,Mechanical Keyboard,4,2024-11-05T19:42:00,102.39,CUST-96385,United States
INV-100992,SKU-1002,USB-C Cable,5,2024-11-26T05:11:00,79.33,CUST-55601,United States
INV-100661,SKU-1007,Desk Lamp,4,2024-10-13T01:15:00,28.33,CUST-88397,United States
INV-100496,SKU-1001,Wireless Mouse,2,2024-10-20T04:38:00,243.3,CUST-19381,Spain
INV-100993,SKU-1004,Mechanical Keyboard,8,2024-08-18T20:54:00,160.65,CUST-11870,United Kingdom
INV-101988,SKU-1002,USB-C Cable,1,2024-04-20T06:33:00,210.95,CUST-87245,France
INV-100663,SKU-1006,Smart Watch,3,2024-10-28T20:06:00,50.85,CUST-38111,Australia
INV-100663,SKU-1008,Bluetooth Speaker,2,2024-05-05T02:28:00,9.03,CUST-14091,United States
INV-100995,SKU-1004,Mechanical Keyboard,1,2024-02-06T04:37:00,199.06,CUST-77250,United States
INV-100996,SKU-1006,Smart Watch,5,2024-04-19T23:16:00,233.92,CUST-87506,France
INV-100996,SKU-1003,Laptop Stand,1,2024-10-04T03:30:00,213.39,CUST-24184,Canada
INV-100498,SKU-1002,USB-C Cable,8,2024-03-01T20:54:00,121.57,CUST-52291,United States
INV-100498,SKU-1006,Smart Watch,7,2024-05-19T17:02:00,149.7,CUST-80811,United Kingdom
INV-100998,SKU-1005,Noise Cancelling Headphones,4,2024-04-08T11:04:00,150.98,CUST-86528,United Kingdom
INV-100665,SKU-1004,Mechanical Keyboard,7,2024-03-20T09:32:00,168.54,CUST-62639,Australia
INV-100666,SKU-1006,Smart Watch,1,2024-06-04T19:28:00,146.87,CUST-17253,Australia
INV-100499,SKU-1001,Wireless Mouse,1,2024-11-04T05:00:00,112.44,CUST-61052,France
INV-100500,SKU-1002,USB-C Cable,2,2024-06-08T02:28:00,227.0,CUST-53961,Australia
INV-102001,SKU-1005,Noise Cancelling Headphones,1,2024-09-12T13:53:00,68.28,CUST-31765,Germany
INV-102002,SKU-1001,Wireless Mouse,1,2024-09-06T11:12:00,107.12,CUST-22804,Australia
INV-102003,SKU-1001,Wireless Mouse,6,2024-10-29T07:12:00,115.17,CUST-77302,United States
INV-100668,SKU-1008,Bluetooth Speaker,7,2024-12-30T17:28:00,71.03,CUST-33626,United Kingdom
INV-101002,SKU-1006,Smart Watch,3,2024-12-14T15:24:00,32.55,CUST-57167,Canada
INV-102006,SKU-1004,Mechanical Keyboard,2,2024-12-19T02:40:00,132.87,CUST-41887,United States
INV-102007,SKU-1007,Desk Lamp,2,2024-01-09T04:07:00,206.21,CUST-57418,United States
INV-102008,SKU-1005,Noise Cancelling Headphones,2,2024-06-22T21:04:00,16.45,CUST-68194,Spain
INV-101004,SKU-1006,Smart Watch,2,2024-12-27T18:01:00,246.2,CUST-96921,France
INV-102010,SKU-1003,Laptop Stand,1,2024-12-16T10:43:00,13.77,CUST-48705,Canada
INV-100502,SKU-1004,Mechanical Keyboard,4,2024-06-07T18:06:00,101.53,CUST-37134,Canada
INV-100503,SKU-1007,Desk Lamp,8,2024-05-17T06:20:00,49.34,CUST-36056,Australia
INV-101006,SKU-1001,Wireless Mouse,7,2024-03-29T12:10:00,246.52,CUST-90562,Canada
INV-102014,SKU-1001,Wireless Mouse,8,2024-06-22T05:47:00,85.3,CUST-44033,United Kingdom
INV-102015,SKU-1001,Wireless Mouse,1,2024-08-26T22:04:00,4.91,CUST-37835,Australia
INV-101008,SKU-1005,Noise Cancelling Headphones,5,2024-01-17T06:12:00,18.15,CUST-71154,Canada
INV-101008,SKU-1002,USB-C Cable,3,2024-06-29T02:10:00,80.16,CUST-83779,France
INV-100504,SKU-1008,Bluetooth Speaker,8,2024-03-03T21:02:00,9.9,CUST-98489,Spain
INV-102019,SKU-1002,USB-C Cable,3,2024-01-11T05:57:00,243.8,CUST-85940,France
INV-102020,SKU-1003,Laptop Stand,1,2024-02-04T09:54:00,45.52,CUST-35921,Spain
INV-102021,SKU-1004,Mechanical Keyboard,1,2024-02-27T02:19:00,224.43,CUST-35108,United Kingdom
INV-102022,SKU-1003,Laptop Stand,2,2024-04-26T05:48:00,183.13,CUST-12784,Canada
INV-102023,SKU-1002,USB-C Cable,5,2024-04-19T04:20:00,177.46,CUST-61979,Australia
INV-101012,SKU-1008,Bluetooth Speaker,3,2024-11-16T06:25:00,72.25,CUST-94373,Spain
INV-100675,SKU-1003,Laptop Stand,6,2024-01-01T17:45:00,141.94,CUST-87595,United Kingdom
INV-102026,SKU-1003,Laptop Stand,2,2024-06-03T07:35:00,19.14,CUST-31773,United Kingdom
INV-100506,SKU-1004,Mechanical Keyboard,7,2024-10-23T00:30:00,45.53,CUST-68950,Canada
INV-102028,SKU-1003,Laptop Stand,5,2024-04-09T10:50:00,222.5,CUST-97509,United Kingdom
INV-102029,SKU-1002,USB-C Cable,5,2024-10-04T21:46:00,145.43,CUST-50007,Germany
INV-100507,SKU-1001,Wireless Mouse,1,2024-03-24T23:42:00,238.07,CUST-77984,United Kingdom
INV-100677,SKU-1003,Laptop Stand,8,2024-10-02T20:30:00,162.28,CUST-21186,Germany
INV-100508,SKU-1006,Smart Watch,5,2024-10-31T23:11:00,209.67,CUST-86376,United Kingdom
INV-102033,SKU-1003,Laptop Stand,2,2024-03-04T18:07:00,225.54,CUST-53724,United States
INV-101017,SKU-1004,Mechanical Keyboard,7,2024-11-18T15:47:00,212.94,CUST-84389,United Kingdom
INV-102035,SKU-1002,USB-C Cable,4,2024-12-07T11:17:00,218.03,CUST-25552,Spain
INV-101018,SKU-1008,Bluetooth Speaker,8,2024-05-16T05:51:00,232.06,CUST-30678,United States
INV-102037,SKU-1004,Mechanical Keyboard,7,2024-05-09T06:17:00,214.33,CUST-42228,United Kingdom
INV-100679,SKU-1004,Mechanical Keyboard,1,2024-02-01T04:35:00,169.45,CUST-83121,Spain
INV-100679,SKU-1008,Bluetooth Speaker,4,2024-06-29T16:10:00,174.53,CUST-43559,Australia
INV-100510,SKU-1007,Desk Lamp,2,2024-08-11T17:02:00,153.02,CUST-87206,Germany
INV-100680,SKU-1007,Desk Lamp,3,2024-10-10T01:12:00,58.75,CUST-76980,Germany
INV-100510,SKU-1007,Desk Lamp,1,2024-08-14T18:15:00,146.6,CUST-59409,France
INV-100510,SKU-1005,Noise Cancelling Headphones,6,2024-06-17T05:09:00,138.65,CUST-45129,Spain
INV-102044,SKU-1007,Desk Lamp,7,2024-03-04T16:57:00,112.49,CUST-35523,United Kingdom
INV-100511,SKU-1008,Bluetooth Speaker,1,2024-05-28T17:28:00,108.41,CUST-17717,France
INV-100682,SKU-1001,Wireless Mouse,5,2024-01-09T15:16:00,92.38,CUST-26812,Spain
INV-100511,SKU-1007,Desk Lamp,5,2024-01-07T02:56:00,49.71,CUST-43362,France
INV-100682,SKU-1006,Smart Watch,8,2024-08-22T01:19:00,10.86,CUST-62760,Canada
INV-101024,SKU-1004,Mechanical Keyboard,2,2024-06-20T09:00:00,125.4,CUST-51759,Australia
INV-101025,SKU-1006,Smart Watch,2,2024-12-24T16:16:00,109.41,CUST-77657,United States
INV-100512,SKU-1008,Bluetooth Speaker,7,2024-07-06T06:58:00,228.11,CUST-16063,Canada
INV-101026,SKU-1003,Laptop Stand,3,2024-06-25T02:57:00,215.35,CUST-70974,France
INV-101026,SKU-1001,Wireless Mouse,7,2024-10-06T07:54:00,200.79,CUST-90978,Germany
INV-100513,SKU-1004,Mechanical Keyboard,1,2024-06-02T00:44:00,53.01,CUST-62243,Germany
INV-101027,SKU-1006,Smart Watch,5,2024-11-16T17:39:00,131.47,CUST-51151,Australia
INV-101028,SKU-1006,Smart Watch,7,2024-02-20T08:36:00,84.93,CUST-16817,United Kingdom
INV-100514,SKU-1002,USB-C Cable,8,2024-07-02T02:37:00,146.84,CUST-96754,Canada
INV-101029,SKU-1002,USB-C Cable,8,2024-02-27T13:47:00,153.12,CUST-10529,United States
INV-100514,SKU-1002,USB-C Cable,7,2024-06-09T23:11:00,87.12,CUST-75214,United States
INV-100515,SKU-1003,Laptop Stand,8,2024-10-26T18:31:00,182.41,CUST-23782,Germany
INV-100515,SKU-1004,Mechanical Keyboard,8,2024-07-27T14:25:00,148.78,CUST-96817,Australia
INV-101031,SKU-1005,Noise Cancelling Headphones,4,2024-06-27T00:03:00,61.22,CUST-15083,United Kingdom
INV-100687,SKU-1002,USB-C Cable,7,2024-08-11T15:46:00,116.31,CUST-53758,Spain
INV-100516,SKU-1002,USB-C Cable,1,2024-06-25T22:20:00,118.51,CUST-46685,Spain
INV-100688,SKU-1002,USB-C Cable,7,2024-11-21T22:40:00,246.59,CUST-42260,Australia
INV-102066,SKU-1005,Noise Cancelling Headphones,4,2024-04-14T09:16:00,187.53,CUST-13809,Canada
INV-100689,SKU-1005,Noise Cancelling Headphones,3,2024-07-02T09:38:00,24.4,CUST-40090,Spain
INV-102068,SKU-1006,Smart Watch,2,2024-04-18T17:12:00,101.17,CUST-52448,France
INV-100689,SKU-1002,USB-C Cable,4,2024-05-09T14:53:00,85.79,CUST-13209,United Kingdom
INV-102070,SKU-1001,Wireless Mouse,8,2024-07-01T04:54:00,119.57,CUST-70162,United States
INV-102071,SKU-1004,Mechanical Keyboard,4,2024-07-07T10:51:00,101.71,CUST-50953,Germany
INV-101036,SKU-1001,Wireless Mouse,7,2024-02-21T22:08:00,228.17,CUST-72381,France
INV-100518,SKU-1007,Desk Lamp,8,2024-02-25T17:40:00,219.04,CUST-29838,United Kingdom
INV-100691,SKU-1005,Noise Cancelling Headphones,1,2024-01-23T02:45:00,186.73,CUST-55434,Australia
INV-102075,SKU-1005,Noise Cancelling Headphones,5,2024-02-11T20:09:00,211.49,CUST-40479,Canada
INV-100519,SKU-1005,Noise Cancelling Headphones,1,2024-03-14T05:22:00,242.51,CUST-26093,United States
INV-102077,SKU-1002,USB-C Cable,1,2024-10-25T23:10:00,5.3,CUST-99936,Australia
INV-101039,SKU-1006,Smart Watch,4,2024-10-06T09:14:00,38.56,CUST-72823,United States
INV-100519,SKU-1006,Smart Watch,5,2024-12-21T23:10:00,71.53,CUST-81508,France
INV-100693,SKU-1006,Smart Watch,5,2024-02-21T03:42:00,141.95,CUST-37803,United Kingdom
INV-102081,SKU-1001,Wireless Mouse,4,2024-10-13T02:02:00,210.29,CUST-57765,Australia
INV-100694,SKU-1005,Noise Cancelling Headphones,4,2024-04-29T15:33:00,187.55,CUST-29464,Spain
INV-101041,SKU-1004,Mechanical Keyboard,8,2024-03-03T22:29:00,55.48,CUST-30544,Spain
INV-100521,SKU-1001,Wireless Mouse,4,2024-05-15T11:05:00,237.64,CUST-86275,United States
INV-102085,SKU-1007,Desk Lamp,5,2024-07-16T23:54:00,229.45,CUST-52055,United States
INV-100521,SKU-1001,Wireless Mouse,8,2024-05-01T23:13:00,127.01,CUST-81678,Germany
INV-100695,SKU-1003,Laptop Stand,7,2024-03-06T06:45:00,106.67,CUST-56047,Canada
INV-102088,SKU-1006,Smart Watch,4,2024-08-18T15:31:00,119.96,CUST-32302,Canada
INV-102089,SKU-1002,USB-C Cable,7,2024-05-03T12:35:00,119.56,CUST-93205,Canada
INV-100696,SKU-1003,Laptop Stand,2,2024-11-18T19:52:00,112.6,CUST-63495,Australia
INV-102091,SKU-1001,Wireless Mouse,8,2024-11-13T22:27:00,123.0,CUST-69078,Canada
INV-102092,SKU-1007,Desk Lamp,4,2024-10-12T20:54:00,98.57,CUST-24122,United Kingdom
INV-100523,SKU-1007,Desk Lamp,1,2024-08-07T12:44:00,188.9,CUST-64562,United States
INV-101047,SKU-1004,Mechanical Keyboard,8,2024-12-10T20:06:00,81.81,CUST-15285,Canada
INV-100698,SKU-1007,Desk Lamp,4,2024-11-27T17:16:00,137.19,CUST-76935,United Kingdom
INV-101048,SKU-1007,Desk Lamp,5,2024-12-31T00:28:00,31.86,CUST-64463,Germany
INV-100699,SKU-1003,Laptop Stand,7,2024-05-27T15:28:00,82.89,CUST-52396,Canada
INV-100699,SKU-1005,Noise Cancelling Headphones,6,2024-04-09T23:54:00,199.79,CUST-48384,Australia
INV-101049,SKU-1002,USB-C Cable,2,2024-11-09T21:16:00,208.12,CUST-78202,France
INV-101050,SKU-1008,Bluetooth Speaker,1,2024-05-16T16:12:00,195.61,CUST-35407,Germany
INV-102101,SKU-1003,Laptop Stand,7,2024-08-08T13:51:00,129.15,CUST-87933,Canada
INV-102102,SKU-1003,Laptop Stand,6,2024-05-12T06:32:00,155.01,CUST-92266,Germany
INV-100525,SKU-1006,Smart Watch,7,2024-08-29T01:23:00,213.38,CUST-69129,Canada
INV-100701,SKU-1001,Wireless Mouse,4,2024-06-09T01:26:00,44.56,CUST-93670,Spain
INV-102105,SKU-1008,Bluetooth Speaker,4,2024-09-16T16:39:00,72.1,CUST-10246,Australia
INV-100702,SKU-1003,Laptop Stand,7,2024-11-07T03:08:00,7.19,CUST-79002,United States
INV-101053,SKU-1001,Wireless Mouse,7,2024-08-01T00:22:00,148.53,CUST-98494,United Kingdom
INV-100527,SKU-1005,Noise Cancelling Headphones,2,2024-03-11T09:36:00,215.19,CUST-51381,United States
INV-100527,SKU-1005,Noise Cancelling Headphones,5,2024-01-13T01:35:00,16.03,CUST-84416,Spain
INV-100527,SKU-1003,Laptop Stand,8,2024-12-18T18:05:00,192.25,CUST-83953,United States
INV-101055,SKU-1002,USB-C Cable,4,2024-08-08T21:32:00,207.79,CUST-88823,France
INV-100528,SKU-1004,Mechanical Keyboard,1,2024-01-31T03:02:00,198.64,CUST-19184,Spain
INV-100704,SKU-1001,Wireless Mouse,1,2024-02-09T07:33:00,198.24,CUST-95901,United States
INV-100704,SKU-1001,Wireless Mouse,2,2024-01-15T14:47:00,85.22,CUST-66246,Australia
INV-100705,SKU-1001,Wireless Mouse,4,2024-10-20T13:59:00,240.38,CUST-19146,Spain
INV-101058,SKU-1002,USB-C Cable,7,2024-12-24T06:23:00,243.1,CUST-12969,Spain
INV-100529,SKU-1004,Mechanical Keyboard,5,2024-04-30T02:08:00,114.39,CUST-45897,Germany
INV-100706,SKU-1001,Wireless Mouse,7,2024-04-27T02:40:00,11.5,CUST-46186,Canada
INV-100706,SKU-1001,Wireless Mouse,7,2024-10-14T01:12:00,105.36,CUST-49572,United States
INV-102120,SKU-1006,Smart Watch,5,2024-08-15T00:37:00,19.95,CUST-48740,United Kingdom
INV-102121,SKU-1007,Desk Lamp,5,2024-04-05T09:07:00,17.77,CUST-83764,United Kingdom
INV-101061,SKU-1008,Bluetooth Speaker,2,2024-08-20T14:39:00,75.08,CUST-31766,France
INV-100530,SKU-1006,Smart Watch,6,2024-05-15T19:16:00,171.51,CUST-84761,United States
INV-100531,SKU-1008,Bluetooth Speaker,7,2024-12-03T18:29:00,140.19,CUST-61742,Canada
INV-100708,SKU-1004,Mechanical Keyboard,8,2024-11-20T02:44:00,227.15,CUST-90580,United Kingdom
INV-100708,SKU-1004,Mechanical Keyboard,6,2024-10-14T19:54:00,217.42,CUST-78230,Canada
INV-102127,SKU-1008,Bluetooth Speaker,7,2024-10-24T06:39:00,23.35,CUST-12406,Germany
INV-100709,SKU-1001,Wireless Mouse,2,2024-01-01T19:18:00,235.31,CUST-34539,Germany
INV-101064,SKU-1006,Smart Watch,3,2024-11-29T23:23:00,15.02,CUST-14304,Canada
INV-102130,SKU-1007,Desk Lamp,6,2024-03-22T03:03:00,215.56,CUST-78367,United States
INV-102131,SKU-1008,Bluetooth Speaker,8,2024-11-30T19:09:00,178.04,CUST-48994,Canada
INV-101066,SKU-1004,Mechanical Keyboard,6,2024-07-17T20:11:00,97.89,CUST-93180,Spain
INV-102133,SKU-1001,Wireless Mouse,6,2024-08-28T08:44:00,52.41,CUST-21363,United Kingdom
INV-100711,SKU-1002,USB-C Cable,5,2024-07-30T18:46:00,232.26,CUST-30214,Germany
INV-100711,SKU-1002,USB-C Cable,1,2024-09-30T07:46:00,229.86,CUST-79872,Germany
INV-100712,SKU-1007,Desk Lamp,2,2024-09-20T08:17:00,107.24,CUST-23127,Germany
INV-100534,SKU-1007,Desk Lamp,5,2024-04-19T10:07:00,241.85,CUST-94315,United States
INV-100534,SKU-1005,Noise Cancelling Headphones,4,2024-01-22T13:48:00,105.78,CUST-13181,Germany
INV-100534,SKU-1006,Smart Watch,5,2024-10-26T21:58:00,63.97,CUST-91578,Spain
INV-102140,SKU-1003,Laptop Stand,8,2024-05-02T07:23:00,222.19,CUST-29867,Germany
INV-100535,SKU-1001,Wireless Mouse,4,2024-10-10T13:19:00,91.93,CUST-89512,United Kingdom
INV-100714,SKU-1002,USB-C Cable,2,2024-07-11T17:08:00,99.83,CUST-62280,United States
INV-102143,SKU-1002,USB-C Cable,8,2024-05-16T21:22:00,196.66,CUST-20777,France
INV-100536,SKU-1002,USB-C Cable,6,2024-01-30T22:00:00,210.58,CUST-82026,France
INV-100536,SKU-1003,Laptop Stand,2,2024-09-17T16:58:00,241.32,CUST-33051,United States
INV-102146,SKU-1002,USB-C Cable,5,2024-07-13T08:00:00,59.16,CUST-95449,Spain
INV-101073,SKU-1006,Smart Watch,4,2024-01-15T20:33:00,214.69,CUST-98306,Canada
INV-100716,SKU-1001,Wireless Mouse,3,2024-07-07T20:00:00,53.04,CUST-67975,United States
INV-100716,SKU-1001,Wireless Mouse,3,2024-03-02T12:25:00,164.17,CUST-69132,United States
INV-102150,SKU-1005,Noise Cancelling Headphones,3,2024-09-28T15:47:00,35.28,CUST-53788,France
INV-100717,SKU-1005,Noise Cancelling Headphones,8,2024-08-13T21:10:00,223.05,CUST-73169,United Kingdom
INV-100538,SKU-1002,USB-C Cable,6,2024-12-07T00:51:00,60.6,CUST-17942,Canada
INV-100717,SKU-1003,Laptop Stand,6,2024-12-19T05:24:00,143.53,CUST-83782,Australia
INV-101077,SKU-1004,Mechanical Keyboard,7,2024-11-05T22:36:00,142.5,CUST-43002,Australia
INV-100718,SKU-1001,Wireless Mouse,5,2024-12-24T01:42:00,194.06,CUST-89023,United States
INV-102156,SKU-1002,USB-C Cable,4,2024-03-04T19:42:00,247.89,CUST-20096,Australia
INV-100719,SKU-1006,Smart Watch,5,2024-01-08T03:39:00,33.14,CUST-80523,Germany
INV-100719,SKU-1008,Bluetooth Speaker,4,2024-09-13T08:02:00,60.05,CUST-49249,Spain
INV-101079,SKU-1008,Bluetooth Speaker,7,2024-05-24T23:20:00,19.11,CUST-19492,Canada
INV-101080,SKU-1005,Noise Cancelling Headphones,7,2024-12-03T04:31:00,175.44,CUST-21751,Spain
INV-100720,SKU-1003,Laptop Stand,6,2024-05-12T08:28:00,105.37,CUST-54288,United Kingdom
INV-102162,SKU-1001,Wireless Mouse,8,2024-11-18T09:12:00,239.18,CUST-41767,United States
INV-102163,SKU-1001,Wireless Mouse,1,2024-01-21T00:20:00,31.86,CUST-61468,France
INV-101082,SKU-1008,Bluetooth Speaker,7,2024-08-18T14:08:00,172.19,CUST-85550,United Kingdom
INV-100721,SKU-1003,Laptop Stand,2,2024-08-16T02:52:00,74.29,CUST-31884,France
INV-100722,SKU-1004,Mechanical Keyboard,1,2024-12-18T22:14:00,213.04,CUST-75848,France
INV-101083,SKU-1007,Desk Lamp,8,2024-08-24T13:46:00,61.42,CUST-65083,Spain
INV-100722,SKU-1002,USB-C Cable,7,2024-04-08T21:15:00,143.05,CUST-69906,Spain
INV-100542,SKU-1003,Laptop Stand,8,2024-06-13T22:01:00,233.3,CUST-19688,United States
